Car_id,Date,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Body Style,Dealer_Region
C_CND_020925,11/12/2023,Male,392500,Pars Auto Sales,Nissan,Frontier,Overhead Camshaft,Manual,Black,53500,Hatchback,Greenville
C_CND_020926,11/12/2023,Male,4050000,Scrivener Performance Engineering,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,SUV,Greenville
C_CND_020927,11/12/2023,Male,860000,Suburban Ford,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Black,12001,SUV,Janesville
C_CND_020928,11/12/2023,Male,381000,Rabun Used Car Sales,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Hatchback,Scottsdale
C_CND_020929,11/12/2023,Male,13500,Gartner Buick Hyundai Saab,Nissan,Pathfinder,Overhead Camshaft,Manual,Black,22001,SUV,Greenville
C_CND_020930,11/12/2023,Male,553500,Ryder Truck Rental and Leasing,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,36500,Hatchback,Middletown
C_CND_020931,11/12/2023,Male,630000,Saab-Belle Dodge,Acura,RL,Overhead Camshaft,Manual,Pale White,17000,SUV,Aurora
C_CND_020932,11/12/2023,Female,1475000,Scrivener Performance Engineering,Plymouth,Voyager,Overhead Camshaft,Manual,Black,75500,Passenger,Greenville
C_CND_020933,11/12/2023,Female,13500,Star Enterprises Inc,Audi,A6,Overhead Camshaft,Manual,Pale White,24000,SUV,Pasco
C_CND_020934,11/12/2023,Male,13500,Ryder Truck Rental and Leasing,Chevrolet,Impala,Overhead Camshaft,Manual,Pale White,22000,Hatchback,Middletown
C_CND_020935,11/12/2023,Female,13500,Saab-Belle Dodge,Saturn,LW,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,Hatchback,Aurora
C_CND_020936,11/12/2023,Male,1100000,Scrivener Performance Engineering,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14000,Sedan,Greenville
C_CND_020937,11/12/2023,Male,1421000,Star Enterprises Inc,Saab,03-Sep,DoubleÂ Overhead Camshaft,Auto,Pale White,69100,Sedan,Pasco
C_CND_020938,11/12/2023,Male,13500,Suburban Ford,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Black,17000,Sedan,Janesville
C_CND_020939,11/12/2023,Male,845000,Tri-State Mack Inc,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,13000,Hatchback,Scottsdale
C_CND_020940,11/12/2023,Male,720000,U-Haul CO,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,23000,SUV,Austin
C_CND_020941,11/12/2023,Male,1275000,Progressive Shippers Cooperative Association No,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Pale White,13500,Hatchback,Janesville
C_CND_020942,11/12/2023,Male,1010000,Pars Auto Sales,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,SUV,Greenville
C_CND_020943,11/12/2023,Male,1820000,Race Car Help,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60000,Sedan,Austin
C_CND_020944,11/12/2023,Male,420000,Ryder Truck Rental and Leasing,Saturn,SL,DoubleÂ Overhead Camshaft,Auto,Black,11000,SUV,Middletown
C_CND_020945,11/12/2023,Male,600000,Saab-Belle Dodge,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,SUV,Aurora
C_CND_020946,11/12/2023,Male,1916000,Scrivener Performance Engineering,Mercedes-B,S-Class,Overhead Camshaft,Manual,Black,18600,SUV,Greenville
C_CND_020947,11/12/2023,Male,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,25000,SUV,Pasco
C_CND_020948,11/12/2023,Male,383000,Progressive Shippers Cooperative Association No,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,SUV,Janesville
C_CND_020949,11/12/2023,Male,1016500,Tri-State Mack Inc,BMW,528i,Overhead Camshaft,Manual,Pale White,16651,SUV,Scottsdale
C_CND_020950,11/12/2023,Male,850000,Race Car Help,Oldsmobile,Intrigue,Overhead Camshaft,Manual,Pale White,25000,SUV,Janesville
C_CND_020951,11/12/2023,Male,13500,Ryder Truck Rental and Leasing,Acura,RL,Overhead Camshaft,Manual,Pale White,26000,SUV,Scottsdale
C_CND_020952,11/12/2023,Male,13500,Saab-Belle Dodge,Ford,Taurus,Overhead Camshaft,Manual,Black,69000,SUV,Austin
C_CND_020953,11/12/2023,Female,523500,Scrivener Performance Engineering,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14500,Sedan,Middletown
C_CND_020954,11/12/2023,Male,915000,Star Enterprises Inc,Saturn,SW,Overhead Camshaft,Manual,Black,36000,Passenger,Aurora
C_CND_020955,11/12/2023,Male,775000,Suburban Ford,Lincoln,Continental,Overhead Camshaft,Manual,Pale White,82000,Passenger,Greenville
C_CND_020956,11/12/2023,Male,720000,Tri-State Mack Inc,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Pale White,24000,Sedan,Pasco
C_CND_020957,11/12/2023,Female,690000,Hatfield Volkswagen,Lexus,ES300,DoubleÂ Overhead Camshaft,Auto,Black,16001,SUV,Austin
C_CND_020958,11/12/2023,Female,13500,Buddy Storbeck's Diesel Service Inc,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14000,Sedan,Scottsdale
C_CND_020959,11/12/2023,Male,541000,C & M Motors Inc,Audi,A6,Overhead Camshaft,Manual,Black,25000,SUV,Austin
C_CND_020960,11/12/2023,Male,650000,Capitol KIA,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,Sedan,Janesville
C_CND_020961,11/12/2023,Male,980000,Chrysler of Tri-Cities,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Black,39000,SUV,Scottsdale
C_CND_020962,11/12/2023,Female,600000,Chrysler Plymouth,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,16000,Sedan,Austin
C_CND_020963,11/12/2023,Male,760000,Classic Chevy,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,Hatchback,Middletown
C_CND_020964,11/12/2023,Male,315000,Clay Johnson Auto Sales,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,SUV,Aurora
C_CND_020965,11/12/2023,Male,13500,Diehl Motor CO Inc,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Black,11000,Passenger,Greenville
C_CND_020966,11/13/2023,Male,450000,Enterprise Rent A Car,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60001,Sedan,Aurora
C_CND_020967,11/13/2023,Male,480000,Gartner Buick Hyundai Saab,Saturn,SL,DoubleÂ Overhead Camshaft,Auto,Black,11001,SUV,Greenville
C_CND_020968,11/13/2023,Female,675000,Hatfield Volkswagen,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,31001,SUV,Pasco
C_CND_020969,11/13/2023,Male,13500,Iceberg Rentals,Mercedes-B,S-Class,Overhead Camshaft,Manual,Black,18001,SUV,Janesville
C_CND_020970,11/13/2023,Male,1751000,Iceberg Rentals,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,19101,SUV,Janesville
C_CND_020971,11/13/2023,Male,13500,U-Haul CO,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,25001,SUV,Austin
C_CND_020972,11/13/2023,Male,710000,Nebo Chevrolet,BMW,528i,Overhead Camshaft,Manual,Pale White,16001,SUV,Middletown
C_CND_020973,11/13/2023,Female,666000,New Castle Ford Lincoln Mercury,Hyundai,Sonata,Overhead Camshaft,Manual,Pale White,21001,SUV,Aurora
C_CND_020974,11/13/2023,Male,13500,Pars Auto Sales,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,15001,Hatchback,Greenville
C_CND_020975,11/13/2023,Male,1857000,McKinney Dodge Chrysler Jeep,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Pale White,29701,SUV,Austin
C_CND_020976,11/13/2023,Female,13500,Progressive Shippers Cooperative Association No,Volkswagen,GTI,Overhead Camshaft,Manual,Black,25001,SUV,Janesville
C_CND_020977,11/13/2023,Male,930000,Rabun Used Car Sales,Audi,A4,Overhead Camshaft,Manual,Pale White,12000,SUV,Austin
C_CND_020978,11/13/2023,Male,1111000,Race Car Help,Toyota,Camry,Overhead Camshaft,Manual,Black,29101,Hatchback,Austin
C_CND_020979,11/13/2023,Male,830000,C & M Motors Inc,Chrysler,Cirrus,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,Passenger,Aurora
C_CND_020980,11/13/2023,Male,1076000,Capitol KIA,Ford,Expedition,Overhead Camshaft,Manual,Pale White,22600,SUV,Greenville
C_CND_020981,11/13/2023,Male,1300000,Capitol KIA,Mercedes-B,M-Class,DoubleÂ Overhead Camshaft,Auto,Black,18000,SUV,Aurora
C_CND_020982,11/13/2023,Male,621500,Clay Johnson Auto Sales,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,41500,SUV,Austin
C_CND_020983,11/13/2023,Male,13500,Classic Chevy,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Passenger,Scottsdale
C_CND_020984,11/13/2023,Male,1375000,Clay Johnson Auto Sales,BMW,528i,Overhead Camshaft,Manual,Black,21500,SUV,Austin
C_CND_020985,11/13/2023,Female,450000,Diehl Motor CO Inc,Mitsubishi,Eclipse,DoubleÂ Overhead Camshaft,Auto,Black,27000,SUV,Austin
C_CND_020986,11/13/2023,Male,2430000,McKinney Dodge Chrysler Jeep,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Pale White,51000,SUV,Janesville
C_CND_020987,11/13/2023,Male,13500,Gartner Buick Hyundai Saab,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,20001,Hatchback,Greenville
C_CND_020988,11/13/2023,Male,13500,Hatfield Volkswagen,Toyota,Celica,Overhead Camshaft,Manual,Pale White,14001,SUV,Pasco
C_CND_020989,11/13/2023,Male,475000,Iceberg Rentals,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,51000,Sedan,Janesville
C_CND_020990,11/13/2023,Male,13500,McKinney Dodge Chrysler Jeep,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,Sedan,Scottsdale
C_CND_020991,11/13/2023,Male,1030000,Motor Vehicle Branch Office,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,SUV,Austin
C_CND_020992,11/13/2023,Male,686000,Suburban Ford,Toyota,Sienna,Overhead Camshaft,Manual,Black,27000,Passenger,Janesville
C_CND_020993,11/13/2023,Male,685000,Tri-State Mack Inc,Mercedes-B,S-Class,Overhead Camshaft,Manual,Pale White,21000,SUV,Scottsdale
C_CND_020994,11/13/2023,Male,1210000,U-Haul CO,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,Hatchback,Austin
C_CND_020995,11/13/2023,Male,13500,Progressive Shippers Cooperative Association No,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,Sedan,Janesville
C_CND_020996,11/13/2023,Male,890000,Rabun Used Car Sales,Dodge,Durango,Overhead Camshaft,Manual,Black,22000,SUV,Scottsdale
C_CND_020997,11/13/2023,Male,1100000,Race Car Help,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,18000,Hatchback,Austin
C_CND_020998,11/13/2023,Female,600000,Ryder Truck Rental and Leasing,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,Passenger,Middletown
C_CND_020999,11/13/2023,Male,851000,Saab-Belle Dodge,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,28000,Sedan,Aurora
C_CND_021000,11/13/2023,Male,1015000,Scrivener Performance Engineering,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Pale White,26500,Sedan,Greenville
C_CND_021001,11/13/2023,Male,795000,Star Enterprises Inc,Cadillac,Catera,DoubleÂ Overhead Camshaft,Auto,Pale White,28000,Hatchback,Pasco
C_CND_021002,11/13/2023,Male,1160000,Suburban Ford,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Black,9000,Hatchback,Janesville
C_CND_021003,11/13/2023,Male,1160000,Tri-State Mack Inc,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Passenger,Scottsdale
C_CND_021004,11/13/2023,Male,878000,U-Haul CO,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,Passenger,Austin
C_CND_021005,11/13/2023,Male,13500,U-Haul CO,Hyundai,Sonata,Overhead Camshaft,Manual,Pale White,21001,SUV,Austin
C_CND_021006,11/13/2023,Male,1350000,Buddy Storbeck's Diesel Service Inc,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,15001,Hatchback,Middletown
C_CND_021007,11/13/2023,Male,1060000,Star Enterprises Inc,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,41000,SUV,Pasco
C_CND_021008,11/13/2023,Male,1560000,Capitol KIA,Volkswagen,GTI,Overhead Camshaft,Manual,Black,25001,SUV,Greenville
C_CND_021009,11/13/2023,Male,450000,C & M Motors Inc,Lexus,ES300,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,SUV,Aurora
C_CND_021010,11/13/2023,Male,1035000,Chrysler Plymouth,Toyota,Camry,Overhead Camshaft,Manual,Black,29501,Hatchback,Janesville
C_CND_021011,11/13/2023,Female,387000,Diehl Motor CO Inc,Ford,Ranger,Overhead Camshaft,Manual,Black,18000,SUV,Middletown
C_CND_021012,11/13/2023,Male,1060000,Clay Johnson Auto Sales,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,31001,Hatchback,Austin
C_CND_021013,11/13/2023,Male,1610000,Diehl Motor CO Inc,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19001,Sedan,Middletown
C_CND_021014,11/13/2023,Female,910000,Enterprise Rent A Car,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,45001,Passenger,Aurora
C_CND_021015,11/13/2023,Female,1485000,Gartner Buick Hyundai Saab,Buick,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Pale White,62501,Hatchback,Greenville
C_CND_021016,11/13/2023,Male,1101000,Hatfield Volkswagen,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,19101,Sedan,Pasco
C_CND_021017,11/13/2023,Male,13500,Iceberg Rentals,Plymouth,Voyager,Overhead Camshaft,Manual,Pale White,12001,Passenger,Janesville
C_CND_021018,11/13/2023,Male,13500,Enterprise Rent A Car,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,20000,Hatchback,Pasco
C_CND_021019,11/13/2023,Male,600000,Gartner Buick Hyundai Saab,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Sedan,Janesville
C_CND_021020,11/13/2023,Female,699000,Hatfield Volkswagen,Toyota,Camry,Overhead Camshaft,Manual,Black,29000,Hatchback,Pasco
C_CND_021021,11/13/2023,Male,2000000,New Castle Ford Lincoln Mercury,Plymouth,Breeze,DoubleÂ Overhead Camshaft,Auto,Pale White,22001,SUV,Aurora
C_CND_021022,11/13/2023,Female,678000,McKinney Dodge Chrysler Jeep,Cadillac,Eldorado,Overhead Camshaft,Manual,Pale White,31000,Passenger,Scottsdale
C_CND_021023,11/13/2023,Male,646500,Motor Vehicle Branch Office,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,20500,Hatchback,Austin
C_CND_021024,11/13/2023,Male,13500,Nebo Chevrolet,Volvo,S40,Overhead Camshaft,Manual,Pale White,17000,Sedan,Middletown
C_CND_021025,11/13/2023,Female,3923000,New Castle Ford Lincoln Mercury,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,57300,SUV,Aurora
C_CND_021026,11/13/2023,Male,13500,Pars Auto Sales,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,SUV,Greenville
C_CND_021027,11/13/2023,Male,1550000,Pitre Buick-Pontiac-Gmc of Scottsdale,Acura,RL,Overhead Camshaft,Manual,Black,18000,SUV,Pasco
C_CND_021028,11/13/2023,Male,1508000,Progressive Shippers Cooperative Association No,Honda,Odyssey,Overhead Camshaft,Manual,Pale White,27800,Passenger,Janesville
C_CND_021029,11/13/2023,Male,1600000,Rabun Used Car Sales,Volkswagen,GTI,Overhead Camshaft,Manual,Black,25000,SUV,Scottsdale
C_CND_021030,11/13/2023,Male,1065000,Race Car Help,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,32500,Hatchback,Austin
C_CND_021031,11/14/2023,Male,650000,Race Car Help,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,SUV,Austin
C_CND_021032,11/14/2023,Female,708000,Saab-Belle Dodge,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,31001,Hatchback,Aurora
C_CND_021033,11/14/2023,Female,421500,Scrivener Performance Engineering,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19501,Sedan,Greenville
C_CND_021034,11/14/2023,Female,13500,Star Enterprises Inc,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,45001,Passenger,Pasco
C_CND_021035,11/14/2023,Male,950000,Suburban Ford,Buick,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Pale White,62001,Hatchback,Janesville
C_CND_021036,11/14/2023,Male,13500,Tri-State Mack Inc,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,Sedan,Scottsdale
C_CND_021037,11/14/2023,Male,2610000,U-Haul CO,Plymouth,Voyager,Overhead Camshaft,Manual,Pale White,12001,Passenger,Austin
C_CND_021038,11/14/2023,Male,825000,Suburban Ford,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,22000,SUV,Janesville
C_CND_021039,11/14/2023,Male,13500,Rabun Used Car Sales,BMW,328i,Overhead Camshaft,Manual,Pale White,21001,Sedan,Scottsdale
C_CND_021040,11/14/2023,Male,13500,Race Car Help,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Black,31001,Passenger,Austin
C_CND_021041,11/14/2023,Male,13500,Clay Johnson Auto Sales,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,21000,SUV,Austin
C_CND_021042,11/14/2023,Female,1400000,Saab-Belle Dodge,Dodge,Intrepid,Overhead Camshaft,Manual,Black,11001,Sedan,Aurora
C_CND_021043,11/14/2023,Female,13500,Scrivener Performance Engineering,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,20001,Hatchback,Greenville
C_CND_021044,11/14/2023,Male,4500000,Star Enterprises Inc,Ford,Mustang,Overhead Camshaft,Manual,Pale White,25001,Hatchback,Pasco
C_CND_021045,11/14/2023,Male,13500,Suburban Ford,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,Hatchback,Janesville
C_CND_021046,11/14/2023,Male,3350000,Tri-State Mack Inc,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,24001,Passenger,Scottsdale
C_CND_021047,11/14/2023,Male,1455000,Nebo Chevrolet,Saturn,LW,Overhead Camshaft,Manual,Pale White,13500,Hatchback,Middletown
C_CND_021048,11/14/2023,Male,2730000,Nebo Chevrolet,Dodge,Caravan,Overhead Camshaft,Manual,Pale White,24000,SUV,Austin
C_CND_021049,11/14/2023,Female,1775000,Pars Auto Sales,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,32500,Hatchback,Greenville
C_CND_021050,11/14/2023,Male,3850000,Pitre Buick-Pontiac-Gmc of Scottsdale,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Pale White,29000,Sedan,Pasco
C_CND_021051,11/14/2023,Male,1605000,Progressive Shippers Cooperative Association No,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,22500,SUV,Janesville
C_CND_021052,11/14/2023,Male,470000,Rabun Used Car Sales,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,23000,SUV,Scottsdale
C_CND_021053,11/14/2023,Female,3350000,Race Car Help,Mitsubishi,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,Passenger,Austin
C_CND_021054,11/14/2023,Male,13500,Ryder Truck Rental and Leasing,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Hatchback,Middletown
C_CND_021055,11/14/2023,Male,2210000,Saab-Belle Dodge,Nissan,Pathfinder,Overhead Camshaft,Manual,Pale White,11000,SUV,Janesville
C_CND_021056,11/14/2023,Male,1740000,Scrivener Performance Engineering,Nissan,Quest,Overhead Camshaft,Manual,Black,19000,SUV,Greenville
C_CND_021057,11/14/2023,Male,1450000,Scrivener Performance Engineering,Honda,Passport,Overhead Camshaft,Manual,Black,22000,SUV,Austin
C_CND_021058,11/14/2023,Male,1660000,Suburban Ford,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,Sedan,Janesville
C_CND_021059,11/14/2023,Male,1260000,Tri-State Mack Inc,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,22001,Hatchback,Scottsdale
C_CND_021060,11/14/2023,Male,2200000,U-Haul CO,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Pale White,10001,SUV,Austin
C_CND_021061,11/14/2023,Male,485000,Progressive Shippers Cooperative Association No,Lincoln,Continental,Overhead Camshaft,Manual,Black,42000,Passenger,Janesville
C_CND_021062,11/14/2023,Male,13500,Rabun Used Car Sales,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,18000,Hatchback,Scottsdale
C_CND_021063,11/14/2023,Male,2020000,Iceberg Rentals,Plymouth,Breeze,DoubleÂ Overhead Camshaft,Auto,Pale White,22001,SUV,Janesville
C_CND_021064,11/14/2023,Female,1500000,U-Haul CO,Audi,A4,Overhead Camshaft,Manual,Pale White,12001,SUV,Austin
C_CND_021065,11/14/2023,Male,1286000,Capitol KIA,Honda,Civic,Overhead Camshaft,Manual,Black,43600,Hatchback,Greenville
C_CND_021066,11/14/2023,Male,1000000,Chrysler of Tri-Cities,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,SUV,Pasco
C_CND_021067,11/14/2023,Male,960000,Chrysler Plymouth,Buick,Park Avenue,Overhead Camshaft,Manual,Pale White,45000,Hatchback,Janesville
C_CND_021068,11/14/2023,Female,13500,Classic Chevy,Cadillac,Escalade,Overhead Camshaft,Manual,Black,34000,Sedan,Scottsdale
C_CND_021069,11/14/2023,Male,565000,Clay Johnson Auto Sales,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Hatchback,Austin
C_CND_021070,11/14/2023,Male,13500,Diehl Motor CO Inc,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,Sedan,Middletown
C_CND_021071,11/14/2023,Male,2025000,Progressive Shippers Cooperative Association No,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Black,23501,SUV,Janesville
C_CND_021072,11/14/2023,Male,517000,Gartner Buick Hyundai Saab,Chrysler,LHS,Overhead Camshaft,Manual,Black,51000,Hatchback,Greenville
C_CND_021073,11/14/2023,Male,600000,Hatfield Volkswagen,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,Passenger,Pasco
C_CND_021074,11/14/2023,Male,475000,Iceberg Rentals,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,Passenger,Janesville
C_CND_021075,11/14/2023,Male,640000,McKinney Dodge Chrysler Jeep,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,69000,Passenger,Scottsdale
C_CND_021076,11/14/2023,Male,555000,Motor Vehicle Branch Office,Nissan,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,26000,Passenger,Austin
C_CND_021077,11/14/2023,Male,930000,Buddy Storbeck's Diesel Service Inc,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,19001,SUV,Middletown
C_CND_021078,11/14/2023,Male,840500,New Castle Ford Lincoln Mercury,Nissan,Quest,DoubleÂ Overhead Camshaft,Auto,Pale White,32500,SUV,Aurora
C_CND_021079,11/14/2023,Male,295000,Hatfield Volkswagen,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,82000,SUV,Pasco
C_CND_021080,11/14/2023,Male,730000,Motor Vehicle Branch Office,BMW,328i,Overhead Camshaft,Manual,Pale White,21001,Sedan,Austin
C_CND_021081,11/14/2023,Male,13500,Nebo Chevrolet,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Black,31001,Passenger,Middletown
C_CND_021082,11/14/2023,Male,3750000,Pars Auto Sales,Honda,Passport,Overhead Camshaft,Manual,Pale White,27000,SUV,Greenville
C_CND_021083,11/14/2023,Male,1080000,Pars Auto Sales,Dodge,Intrepid,Overhead Camshaft,Manual,Black,11001,Sedan,Greenville
C_CND_021084,11/14/2023,Male,1115000,Pitre Buick-Pontiac-Gmc of Scottsdale,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,20501,Hatchback,Pasco
C_CND_021085,11/14/2023,Male,516000,Progressive Shippers Cooperative Association No,Ford,Mustang,Overhead Camshaft,Manual,Pale White,25001,Hatchback,Janesville
C_CND_021086,11/14/2023,Male,1753000,Rabun Used Car Sales,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Pale White,19301,Hatchback,Scottsdale
C_CND_021087,11/14/2023,Male,13500,Race Car Help,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,24000,Passenger,Austin
C_CND_021088,11/14/2023,Male,825000,Ryder Truck Rental and Leasing,Hyundai,Accent,Overhead Camshaft,Manual,Black,18000,Hatchback,Middletown
C_CND_021089,11/14/2023,Male,820000,Saab-Belle Dodge,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,19000,Sedan,Aurora
C_CND_021090,11/14/2023,Male,900000,Scrivener Performance Engineering,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,41000,Sedan,Greenville
C_CND_021091,11/14/2023,Male,13500,Star Enterprises Inc,Toyota,Corolla,Overhead Camshaft,Manual,Pale White,22001,Passenger,Pasco
C_CND_021092,11/14/2023,Male,2350000,Suburban Ford,BMW,528i,Overhead Camshaft,Manual,Pale White,14001,SUV,Janesville
C_CND_021093,11/14/2023,Male,13500,Tri-State Mack Inc,Ford,Expedition,DoubleÂ Overhead Camshaft,Auto,Black,41001,SUV,Scottsdale
C_CND_021094,11/14/2023,Male,13500,Progressive Shippers Cooperative Association No,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,SUV,Janesville
C_CND_021095,11/14/2023,Male,1505000,Ryder Truck Rental and Leasing,Hyundai,Sonata,Overhead Camshaft,Manual,Black,20500,SUV,Middletown
C_CND_021096,11/14/2023,Male,13500,Saab-Belle Dodge,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,9000,Hatchback,Aurora
C_CND_021097,11/14/2023,Male,1201000,Scrivener Performance Engineering,Lexus,LX470,Overhead Camshaft,Manual,Pale White,54100,SUV,Greenville
C_CND_021098,11/14/2023,Male,3700000,Star Enterprises Inc,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,Sedan,Pasco
C_CND_021099,11/14/2023,Male,802000,Suburban Ford,Dodge,Stratus,Overhead Camshaft,Manual,Pale White,37000,Hatchback,Janesville
C_CND_021100,11/14/2023,Male,1140000,Tri-State Mack Inc,Chevrolet,Metro,Overhead Camshaft,Manual,Pale White,13000,Passenger,Scottsdale
